idx,hash,firstTriplet,quintets,quintetInKeyWindow
25619,dddf4b3481eb2eb95e5733336076289e,d,#,#N/A
25625,cb2e10f927f2cfa6169ddd60c658d6ee,d,#,#N/A
25640,ee02fb222e5df19b2230e08408e667c1,2,#,#N/A
25650,3adab5286d8afc15c53654c63444b73c,4,#,#N/A
25651,9179d0270c7ac10506b78ec00bbb19f2,b,#,#N/A
25655,a632940cc31f7cf44f1981cd4f77725c,7,#,#N/A
25665,4af60ef6f1113aa5d2df47bc8631713f,1,#,#N/A
25686,8d155be95dc2a72b000ac4c03dd1fcd0,0,#,#N/A
25699,e84da7eee265582c36d7a8333fcb0b99,e,#,#N/A
25715,015f0a9a5d2c330b76d860222b2acd8d,2,#,#N/A
25717,0e0f222fdd2a313f85236e99b2ed3f94,2,#,#N/A
25726,064777b9f465bf61735be4a712ffc594,7,#,#N/A
25733,d1d9e5079b0e05559e92bfacad73f7af,5,#,867
25743,c94b0b1bbb91b10a9eecc20e7ae454c9,b,#,#N/A
25744,814124d9131ad8d33377f4152684c6ce,3,#,#N/A
25746,5e78d92216a250008ce0cc8c54951b2f,0,#,#N/A
25747,7ca5cb65eb31e52f95f568d509421116,1,#,#N/A
25757,e1ce6ce201fb4ece7aeca810a3485557,5,#,862
25760,5edfebe675f894cb7573578e6ecc9997,9,#,570
25782,53c388905e8e469c191eee621a5bce03,e,#,#N/A
25791,af3047683f3144ddd433578de5ff0948,d,#,#N/A
25798,570b3ec3227a9b777b19621421723c9e,7,#,#N/A
25814,75b28700d222e647905a1fb8b86b349e,2,#,#N/A
25817,49d0d1333846252324eb0cf2d52854bb,3,#,#N/A
25820,4302fc474f6853c4e37a71ce444ae66f,4,#,#N/A
25831,9555446e92fe9a0ee8829f1f6a0a9744,5,#,854
25838,0ea3a5760d16846847195a44333b8ead,3,#,#N/A
25864,da59602e2227f25fcef27335bb2dd4ef,2,#,#N/A
25883,088325223615cddd5bf99d12c3e5c03b,d,#,#N/A
25887,43aeebf9e328de10d82999e9b18b370a,9,#,559
25890,cdefeb727cccb6d8116a3924044e2c1e,c,#,#N/A
25892,8b540b7a074c45e3666124c53a3013a3,6,#,#N/A
25898,bbbf47d745719b2fa6f44ce27456f0a1,b,#,#N/A
25938,68699f583ddd1f4cc628daca175dcc35,d,#,#N/A
25947,c4f8357adddf7a028710d81f1d374e24,d,#,#N/A
25950,459111fa1ceebf2436de8caaa449e541,1,#,#N/A
25960,e79d419c1f444a901660ca84405cbc6c,4,#,#N/A
25968,9e491a0da22866c4a4f3789b3839997f,9,#,551
25973,845b8304794074fff961ff3f92fdd6dd,f,#,#N/A
25989,7ade4a08df2426b05b99599d99915e4b,9,#,549
25991,c7ac777275ca682d25a7f4c078e6a96e,7,#,#N/A
26035,485a0bca07b37c44a4382f6c6eeed14d,e,#,#N/A
26036,b83f9111d11fc8ef5c1cdc64e731ce3c,1,#,#N/A
26055,f1098221bdeb9e055deee8002c504b5e,e,#,#N/A
26074,af1c36ce7241c7ea2444ca90f9fcf84e,4,#,#N/A
26080,0a963f503b0ae3fdbc579961345beee5,e,#,#N/A
26093,4bafff638bdc420e4fadd954671bc5cc,f,#,#N/A
26107,abfff9fa1ff4e01fe53259f0747cc50c,f,#,#N/A
26108,b8c6f2df569fe21d6ba021bbbf8e2eb0,b,#,#N/A
26110,ac59843ed05d6e72e4eee9aeda16aa95,e,#,#N/A
26118,eaeee024a9dd98448d617a99ebe5928c,e,#,#N/A
26150,e2777df450f313115650a2e74da21d8f,7,#,#N/A
26171,f768cdd7c2a26cccf75628863bc90363,c,#,#N/A
26179,cdc2aaaeb9e533a075846d0ba7ac9ec9,a,#,#N/A
26180,de85f0fcd1cc8949128912499bdfffe2,f,#,#N/A
26187,bb99fab55d4753061bfa87d4888ab048,8,#,#N/A
26196,c6201a2e98887ca8e87f5e49125763a7,8,#,#N/A
26208,2777d0a553155f36a2eccf2fdd2af1c0,7,#,#N/A
26222,92b7ab7389a054c1399655c1336bbb82,b,#,#N/A
26241,198565af6c8d006a38b4411405444e1d,4,#,#N/A
26242,bcd0abb8fa12b8d63d086a4222bfb317,2,#,#N/A
26243,289d4445b1a55d928967c87d2bbd3d82,4,#,#N/A
26244,b241a7084f2c7cccf6603c6135b76d52,c,#,#N/A
26249,65cccec45fc48da25ba777dac695c277,c,#,#N/A
26256,119d5f0e23d4f892f640001f07593c02,0,#,#N/A
26288,b3efff81eb9ecc8e25ad6252d5424eed,f,#,#N/A
26308,78093dad861f3bbbe0f14fae3d0411d9,b,#,#N/A
26312,09aa5528fccc226065d6486ed32a768f,c,#,#N/A
26324,5b7463247c938e245109cba981888254,8,#,#N/A
26327,e2f7cfb182ec26c774ec8fd66602de3e,6,#,#N/A
26330,23adb95d4ee0c58333059f0120e4ec1d,3,#,#N/A
26334,9e9a71b46bdc7ddd7573a669f5ccbf15,d,#,#N/A
26335,b026a0318ddd6800fa4b6b81f22f5042,d,#,#N/A
26353,e230e782999d8f317e527d2cad1908e4,9,#,515
26360,7a2e9aa48a69f43fddd8faab917bfc58,d,#,#N/A
26368,6ff11780912b26505ecb92eccce98cc9,c,#,#N/A
26372,df75a808cf9a28ea09b1220111f4b8fa,1,#,#N/A
26375,87d129fff6e181febbc5be671bb68e4b,f,#,#N/A
26388,2c00a6e27c000c063a53dd4920a971b1,0,#,#N/A
26399,717f85b35212a7bcf0cd0aeea3a15333,3,#,#N/A
26400,28fa72df404fccca98760418f7d3a2b5,c,#,#N/A
26402,e2b217128a2f2da8f9aaa2d6143a7cce,a,#,#N/A
26408,5fa35dc0bd8d500fba695e047678aaa2,a,#,#N/A
26413,234112be6e14c981c340170044eeed0e,e,#,#N/A
26434,ca5282bbb1fc02b665730665f8b3eeba,b,#,#N/A
26442,606db95bf93a30241e5535f0004ebd34,0,#,#N/A
26448,0c2d38ea45b5ec48a9ed1612f000d5eb,0,#,#N/A
26476,d4c927b08c360ed4f222a0ab72d633f0,2,#,#N/A
26478,dcfdc0496077e856204aff3472472aaa,a,#,#N/A
26483,5a9e7fb8f000be92a60cbaa695a05fcf,0,#,#N/A
26485,24159a3a31700032be1bea9232f0d73a,0,#,#N/A
26505,941fb6c99143169fee1d0444ae89c49f,4,#,#N/A
26507,b6f6b594b33a67727e27767c0d17faaa,a,#,#N/A
26508,ac54d380b8aaa6cf49f17558c20124ba,a,#,#N/A
26512,d7b1db5f7734fb24ce0f84b85f0eeef4,e,#,#N/A
26516,e1a6687fa6692ddd6652c0ee063526df,d,#,#N/A
26523,5d2bbb18d3577863c51df7cbf52eb2bb,b,#,#N/A
26526,b0534e0f614fc847827af17053e29fff,f,#,#N/A
26534,6009232139b9c009e1fc8aad18e77787,7,#,#N/A
26535,ece18a9cb05bbb9f22f3fa68c9f60a0e,b,#,#N/A
26551,80a5f413a15014703da366ebf7beee96,e,#,#N/A
26557,3b64f53ebbb1af449f22a7e265da4607,b,#,#N/A
26569,04feb1983922f0e9ed87945899950d96,9,#,486
26591,635f17420a50f2cb86011d999f54727e,9,#,485
26594,96f2b314d144a08c61da4955565b9afb,5,#,775
26615,a540ceb03c1ab63330a0b0e493f0880e,3,#,#N/A
26619,cd771f035d41ff0dec5e46662d1054ea,6,#,#N/A
26624,3664e5277be6fa7ccce613c9f0ec7e6b,c,#,#N/A
26637,d49c15fb6bcad4bcfa00c9806ea33381,3,#,#N/A
26644,ace944c18f650f90edba15c3e18a3000,0,#,#N/A
26648,57c1e2980aaa57c3452337e9698f5945,a,#,#N/A
26666,2b35ea2027e6989c71f299863dbe999e,9,#,477
26671,b6b3034e54b4c8dd1843f497ff16667f,6,#,#N/A
26706,0491e130e13e47fae7a82e6fffde9501,f,#,#N/A
26708,a88ba257b2405f0ec1d14ccc96f81825,c,#,#N/A
26732,03c9ead0006854cc3da5055988c1e37b,0,#,#N/A
26738,473eccca9e3cf4bb86bcd36496945d4a,c,#,#N/A
26744,11127524af1daf63885bd07e2cf96297,1,#,#N/A
26749,51d89d73c4fcf1b1f2470f8db0001ad4,0,#,#N/A
26757,36999bcc80002b3b2d6b6fbb9f73523f,9,#,469
26761,aeda008f936ae55335d13eb333578444,3,#,#N/A
26766,dc88c90b0ee32220a4e053ef85012e33,2,#,#N/A
26782,8a155ddd118bee4aacff964fac3bb9c2,d,#,#N/A
26783,4f080a87c67620fe05f94e0bd3509fff,f,#,#N/A
26790,d6fcd989dab1ba26fd986e6298deaddd,d,#,#N/A
26803,0a5f81aa65558b8948da03272a5a2d70,5,#,754
26812,a1a679b48fc1b0a1963666595cc3bdde,6,#,#N/A
26816,cea5aa333e5125ccaf53b299748d1f6c,3,#,#N/A
26844,999c6599f9bf1a2fd8bcb485f72b8aa0,9,#,460
26854,d842b3561c1f9ff6fffe08e7afbb1093,f,#,#N/A
26856,a4847bed3646d5c4c0c40a76f8928fff,f,#,#N/A
26865,8d1f5a8412e28da34a4e836a41bddd40,d,#,#N/A
26870,6117581ebe6f457a86e7ff5753f69997,9,#,456
26886,c384c503d177e7d9e7a93168df11107f,1,#,#N/A
26892,2726477e22f6d8bcc9ca3825e5144488,4,#,#N/A
26894,9b2c3a897f777a225bcf6e1c9b62663c,7,#,#N/A
26895,cdfb55739106555aa62df9354692120a,5,#,743
26904,1f777d6172b0e79d85214e9549d38bdc,7,#,#N/A
26913,99f9b1fd358318bcf71222cb89d377af,2,#,#N/A
26919,c93bd938bccbdfbed8e459ea2744426a,4,#,#N/A
26924,f545c123a9bca1312d5d2695acacb333,3,#,#N/A
26928,efd7136899e5f7b3d177799ce0fadeda,7,#,#N/A
26931,ca1545e6a57e2c3dd684a646645666c6,6,#,#N/A
26936,89ed3f693a55118fddde7eb5d0a44ec5,d,#,#N/A
26973,8494eb4796555d25572792fac6409c95,5,#,735
26974,10992efad50130cdbaa1bcee545000f5,0,#,#N/A
26975,e04445d852787a6d3a978582964b0288,4,#,#N/A
26976,699aba51fa4bdb58e011791143e06222,2,#,#N/A
27026,d6e7645d27a2b11373e1ba555e2b85ca,5,#,731
27027,c2f2ae111ac5cb994b21379cabbaeede,1,#,#N/A
27033,57ccfd18c175552703aaa9377d7a8aca,5,#,729
27036,252da8b444dc92fc217ea6450ae1803e,4,#,#N/A
27040,5fd89b7f9407ae977aa1e9e7444c6841,4,#,#N/A
27042,c52525e2c4888193c8fd3317cfb83f2b,8,#,#N/A
27047,115f488c205afaf0da2a46111eca6963,1,#,#N/A
27088,aad5be7f7a7625483d666bd88241bab2,6,#,#N/A
27089,cccaa8712daadc56e0a209a782233c91,c,#,#N/A
27090,0e6cc066673019b0fa1b8174d0e4e86b,6,#,#N/A
27133,7cf8b0070273906ffef7c83064552ccc,c,#,#N/A
27150,3395de56eeef6ee7a31a96c5a5eadbab,e,#,#N/A
27159,fcce053e4aaad357bdef960a8a2482d6,a,#,#N/A
27160,b58c97e0e1d888e36f84b5c31ae1a577,8,#,#N/A
27162,ddd601f6e9851bf572362b958ed595d3,d,#,#N/A
27171,a3c222170a4570c452467b005137ccf9,2,#,#N/A
27173,99333a8f21988d16cf324d2a0cd7b974,3,#,#N/A
27185,aa4c2c2db6f19f1cb506e65f99f17bbb,b,#,#N/A
27202,76b872efb242933342d666941263f729,3,#,#N/A
27204,de8a6445dd3f63bbb74acb1b288dad0c,b,#,#N/A
27207,ae68beeeb53472d899e19276d6066b35,e,#,#N/A
27226,f14d7d6ac944477373618f7d0ed691b2,4,#,#N/A
27230,ff64c1bb7fff895b0c182477e8794b4b,f,#,#N/A
27241,7bd869540f9f46942e8cac6bfc766689,6,#,#N/A
27245,1b5baba9be37dc44cd373b6c21ec6555,5,#,707
27254,42f95b63d5faac4699ba32bb2f8cccb4,c,#,#N/A
27257,f018c7e3fcaecd459b0f4dbfd565eee9,e,#,#N/A
27270,6478f8cf0568d8dcd61118df3d3e3231,1,#,#N/A
27273,61408827819e127555e7207e04bebdd5,5,#,703
27284,7baf1482c90834ebbb8d5bc380a29032,b,#,#N/A
27316,786702f7c45c62e629d7add4440a2395,4,#,#N/A
27324,5b231b479bfe37cccfa274a30c6395f2,c,#,#N/A
27327,f519e89170e4892b3c27b3e94a888dbf,8,#,#N/A
27332,cceb23950115ced11107d93dbea8745b,1,#,#N/A
27334,f3dce3aeda3b0c0ee2505eaaa7249c7d,a,#,#N/A
27335,fff6076ec6215ab066a4a468deeaa0f9,f,#,#N/A
27348,bdd47a015a90e3cf3f314000df8c86ff,0,#,#N/A
27366,08ad893bbb58e1f17f5b3a26448b0486,b,#,#N/A
27367,11d50b7a096e384bfff8fe47e5ca96ec,f,#,#N/A
27378,f1fe48d57ebbb5f4ea502257e96d6041,b,#,#N/A
27379,a0988a22a1733326c822790f7e2a625a,3,#,#N/A
27381,0bbb5cb0f58ba72afe3b1092f5911d51,b,#,#N/A
27387,cabad1fa406e21a5a9bc65e777145aa4,7,#,#N/A
27388,4d81728c033493fa9f1000e43b12696d,0,#,#N/A
27400,c9cb8a2263be815925bbb5274992132f,b,#,#N/A
27407,ec816a21772224878f7e3f170ba72ba8,2,#,#N/A
27429,495e7b5eee62032371bb51d70d7410f3,e,#,#N/A
27431,6181cdcd3a660feab5aaadd61f646442,a,#,#N/A
27433,e3d7b111e0b67c7dac837dc73be3683b,1,#,#N/A
27440,05cb4250b89b9bdd9bd1884f636665e0,6,#,#N/A
27443,60d34fc406708d96be6c4d222926f716,2,#,#N/A
27444,35333264570e38d683b8e198b680e586,3,#,#N/A
27462,56992a4460dc88471a922d1a0c0eee2b,e,#,#N/A
27484,186985146aef403d6821578aaa19156a,a,#,#N/A
27486,3eb88ef1bf34feb0eee677b5aa261f6b,e,#,#N/A
27506,fa42ffe0cb00f28e269fc6fff423e73c,f,#,#N/A
27521,228467399949ea11e1caa85e5a60784d,9,#,384
27528,c21da66632b6a32585e3a7ea2ee4e5a8,6,#,#N/A
27548,f985581473cbaa25ebbb03ce8bd664f0,b,#,#N/A
27564,1cc89d23107dccc02b05fc6072d4e2f8,c,#,#N/A
27585,0718e1373a05a561ccc98b927118adb8,c,#,#N/A
27600,cfdc037626777dd75a68e104737b8828,7,#,#N/A
27632,5db60666cd1a24b30912f6cc52f25e62,6,#,#N/A
27634,eb91572a409c9a5de5b2666a740aa901,6,#,#N/A
27637,c2f3ef644f9971b5f89f0c2221602fbd,2,#,#N/A
27639,db001b3546000f465f944f3cf39079bf,0,#,#N/A
27649,364639a17029182accc9ce200abf050c,c,#,#N/A
27650,fff24614e12f636dd1e1b68599c06f73,f,#,#N/A
27652,aaf5a6aac3339ce3cc55641ef5c73e1f,3,#,#N/A
27655,f6e1b2e35cbf62bc88abf7692306663c,6,#,#N/A
27670,eef1b2cb32a1defdf1bbbe2b7d7b27e4,b,#,#N/A
27672,50f52698b81ccce989634fae4ea5f6db,c,#,#N/A
27699,bf500af51b333c6f1d2600ba4f441a0e,3,#,#N/A
27708,d248688ed023c50b74443e5b538b47bf,4,#,#N/A
27716,4c507edd0fca17d70ee920004f8dc169,0,#,#N/A
27724,b4bd77d5304aefc8cc72c5e4a6489555,5,#,656
27747,a3756308ea0b6700bb2b333a3b34e995,3,#,#N/A
27748,145082699dc666bcb23570a1981a21cd,6,#,#N/A
27749,f655988ea01951e38eee714f703935c2,e,#,#N/A
27801,62241adb1a6682f6e0609ecf7a333572,3,#,#N/A
27810,92a897512badfd7b787ac7875d6eeeb6,e,#,#N/A
27818,cf33d37a7ef43a99d30599904e38d4db,9,#,359
27835,8e014b888fee8c4ef9e47aa03ca83d0e,8,#,#N/A
27838,2b04694da7ed1cf523b759f6f100022a,0,#,#N/A
27842,2daeebd562cfa90a4eee59fd9d79a7af,e,#,#N/A
27868,80f312b888f4c78e335115e5338d2393,8,#,#N/A
27869,ac3ddca4dc6632bcfbccca3e6bdefee0,c,#,#N/A
27882,96090b444e37a8bb45d6cdb3b7074772,4,#,#N/A
27890,dfffec51c49852dfd454d6f5d46bafce,f,#,#N/A
27894,650ef63555d6e079275ed72078eed7c6,5,#,642
27910,4dc054ff1309a8228aaa85a1cc3fa699,a,#,#N/A
27913,067ddd16e8e059ddbff3135aecd71390,d,#,#N/A
27920,e1ee39b88abce72c248cb1610aaae994,a,#,#N/A
27924,daf8cddbe77734eb54505d9d15c98562,7,#,#N/A
27927,aa539020449783cc3442cccfe09e5680,c,#,#N/A
27960,85a1a720437067f2a48b0f971555248f,5,#,636
27963,9fd97938c977bff00050ed75323f3d35,0,#,#N/A
27965,093ea7062333a00e2d0d990e00825cdd,3,#,#N/A
27968,e9aeb0bdae000873a723034a7fa332f0,0,#,#N/A
27975,091c8fd463c555f7a2d411261d02c5bd,5,#,632
27978,527bcdd444f497eb850de324718477f7,4,#,#N/A
27980,00410d62f80c2c369dc90b888c3bbac9,8,#,#N/A
27997,dc48966f7831af57406e6fcccbd70426,c,#,#N/A
27999,c999c3bd1b87227479a6aec0887e3c4d,9,#,337
28021,33642652546cd99fa0f9540e666d437c,6,#,#N/A
28039,e4cd54a7cd02228cee6349107829f475,2,#,#N/A
28057,490b3047e8fdbbc71025ddb8f444675a,4,#,#N/A
28067,867add7ca9b1110ec2857079c660637e,1,#,#N/A
28070,994a508df1158f20110005ed664e4532,0,#,#N/A
28074,5dbd507444b17113f4f180a59383f843,4,#,#N/A
28084,4f2495ccc99b588aa51f88d7ce238555,c,#,#N/A
28086,4458a96c4848cd90ccc349e18bf6daa1,c,#,#N/A
28105,6ca2c36d9a47cf98777ca2b72b473e46,7,#,983
28116,125831bf781973f64ffb3df11bbba22f,b,#,#N/A
28121,73bbbfac402929d50b6d921fd84bca26,b,#,#N/A
28124,bbaebbb80465d494866dc00f509ba776,b,#,#N/A
28130,158bbddd9c14500349737b703603febd,d,#,#N/A
28149,ae3f272cba47b666404896ce8d82a003,6,#,#N/A
28150,ff0444a84c34dbe5b4bf49d29a11ed9b,4,#,#N/A
28160,3456895b384333590076e15b7d9f942e,3,#,#N/A
28170,71ce254088871ee5e19901963b062720,8,#,#N/A
28199,43a391bf0007f2a60c3aaa9f3c5b72ce,0,#,#N/A
28205,50f9ddd42a609a268c7b7c0b5874e0aa,d,#,#N/A
28244,df9ddd640b49bf87390a455c77b83b58,d,#,#N/A
28246,616ca567de9681a31326a2415d9666b2,6,#,#N/A
28247,6d79e6f1215a4109610ae1ff9babbb6d,b,#,#N/A
28253,aa15832d10ce7c831ae4c98111ef48c1,1,#,#N/A
28257,36d58b582d382ac09a667421a33300db,3,#,#N/A
28295,99965a87d02c1ec85285747d40103007,9,#,312
28298,8837b48739308aaa4a5a05b5947be222,a,#,#N/A
28306,bbb986541454570d3561ee5535c15a13,b,#,#N/A
28326,3335f5e00ac6238d60b4091bc9d1bcc2,3,#,#N/A
28327,fa1835559a77e6cdab69701b4f4b6ebe,5,#,599
28331,c1566cd10b263ec1c5a250feb4c81bbb,b,#,#N/A
28333,124dfffd3fbfb730acf85c8d62faa4c7,f,#,#N/A
28337,3a4290a0e47f21b78452f105d7177796,7,#,960
28340,3e7c50666a3e686ea77540ea95eccf3c,6,#,#N/A
28351,84159322204779f6a6f494432e1c9f4e,2,#,#N/A
28363,aaab13975789fa9dfa340d63fa24b04f,a,#,#N/A
28370,b3fd141baeac6b3bad39fc7f3579aaae,a,#,#N/A
28372,e4c04929637faa88e8cff93ae606333c,3,#,#N/A
28380,60f2c6c20ef9f0d7649d8fafaaac4828,a,#,#N/A
28381,f5e15c04a58a47c0f6f1214fa51faaaf,a,#,#N/A
28392,9419580c9444bdda2d23dbad686a8c88,4,#,#N/A
28396,e7d25946f80a57bbb8df64512ec8640e,b,#,#N/A
28434,145677d6f2559e1d68fff4f9080e404c,f,#,#N/A
28443,62b3778071a418ca16dfffdec60b3838,f,#,#N/A
28452,43634666ba0412fd597cb6180a331d15,6,#,#N/A
28471,871d59400691734d178c981119747d94,1,#,#N/A
28475,525008958bdc714de1bbba25880f16c4,b,#,#N/A
28480,c2da55021b2907f9928ab7e23a6bbbd8,b,#,#N/A
28492,546000c64a29cb494d9cf234fa851d7a,0,#,#N/A
28506,42f587029e1e1ddd3324b05e770f2be4,d,#,#N/A
28507,63a76d438d40860ebe3e8a637dfff88a,f,#,#N/A
28521,603e95552690c1e5979225d75a58458c,5,#,577
28523,b5842bc183ef52663b33d9d3aaa39a6c,a,#,#N/A
28550,441782ff9111dc595b5cd8f61535e9e1,1,#,#N/A
28557,bbc763075c3dabacccd45f875e3efeb0,c,#,#N/A
28567,f5ddd9dee28998521f0a1145bae5e862,d,#,#N/A
28569,27753d67cc656999a831121432db0fc4,9,#,281
28600,d7c8bcc0df6c9f4074dac844402ed91d,4,#,#N/A
28607,f8107f9007f5294298c9d999bb2d8127,9,#,279
28616,430ecb18a901a777c5f6067672abf7c0,7,#,933
28635,40bb079666ed715f2a9a925de10df2de,6,#,#N/A
28657,457f58bd9d4d974222889e62ac1dc0c7,2,#,#N/A
28660,4bed913dc0efd8812d02ddd64b3c7dbf,d,#,#N/A
28663,66390620b56ddd532eba8b5491201dbf,d,#,#N/A
28672,1a0b8abbbfe678124bc075ac38f751fb,b,#,#N/A
28686,db45bc3cdb45d00cd0e3246b9b2bbbd4,b,#,#N/A
28688,6461c423be3e2b016b03a888bf07525b,8,#,#N/A
28693,ab78ce18c722259ce8231a9d02d3a3f9,2,#,#N/A
28704,179f6886dcf482b48eef7ee8cccf066a,c,#,#N/A
28705,9c801bbb38d3d27431dc82cf06b62b36,b,#,#N/A
28710,04cc2225e26fe09591daf0ca70ded658,2,#,#N/A
28713,4116547b4441a25b06c26d71e0f2db47,4,#,#N/A
28732,95a3e3122dcf98f65eeea7ffacfed34a,e,#,#N/A
28760,e342c1ddbb895c264777250cc0207fcf,7,#,919
28763,29c9f8ff7442f2dff2ea7333267c5577,3,#,#N/A
28773,65e212630eae359418dc1d6066631933,6,#,#N/A
28774,8bab44169788d2f6a09cb6fe1e2fff88,f,#,#N/A
28790,5d5770a32fff63951bf89376bcf86927,f,#,#N/A
28808,7cf58555a04edc5792db9289651f68e7,5,#,550
28820,c8cfdddb1ad381797d2d05d60a218044,d,#,#N/A
28826,40623355df7e08f45296be5409604442,4,#,#N/A
28830,fe730f2d4060f666b912eb09ececa870,6,#,#N/A
28836,e6335091101e22cd291e64f8f41cbbb3,b,#,#N/A
28837,c84aae8ccc8e51fdbcc79bf850a29c0f,c,#,#N/A
28845,333c57b62ac458c192cd90c7323a4de8,3,#,#N/A
28857,05e4eeed7e016839b932f498a8e2adfc,e,#,#N/A
28861,cdf27cae6f1dfeb66d888d11527402db,8,#,#N/A
28891,c697775a73559bc80347d1c5b2619d3e,7,#,905
28904,84f54c7f7b7c111a5e529cd550135339,1,#,#N/A
28916,c55066c5c231984d8fff6cc3478f450a,f,#,#N/A
28931,35c17079148c72c4c1d27da2000eecdf,0,#,#N/A
28961,61ccc329e119421d296ce516c19267f2,c,#,#N/A
28967,9dcf30888e7f9263a497c97127a10706,8,#,#N/A
28968,51a2652771a561ddae9e452efbbb1b9a,b,#,#N/A
28971,687baa4679454efffe7b1ebfd6f8c01a,f,#,#N/A
28982,22b78c0caa40c9a9db76661b850eeb4d,6,#,#N/A
28988,d7a8ced4f4d45c1114aa978fc7af166f,1,#,#N/A
29003,7333f39b480353428c275a2208b70cb1,3,#,#N/A
29008,f91f710083d5f000ef04d5e26466ac87,0,#,#N/A
29009,df13803d055562f71abd7d19df53587a,5,#,529
29019,7b2956702ae5a49a2e25d2188814fdff,8,#,#N/A
29024,52ebaab492333a026ae2b8486769380c,3,#,#N/A
29036,b0333a9f52d4b635c59f9324987faeb9,3,#,#N/A
29037,49c47071222a16b70af5bb60af4ac3b3,2,#,#N/A
29050,397cd5eeefa21181747fa66f4d8f9385,e,#,#N/A
29054,33a162174d5fd1a7d6611333ab8e014e,3,#,#N/A
29055,41531a6fb509eeedd1a758a6d3e97421,e,#,#N/A
29073,df7beabc67ed512e3666b93a058f3e7b,6,#,#N/A
29075,2628726bda9992f96e13a5465b2f5d58,9,#,229
29076,aaa8a0167a6fe10ee9628ff08eab4851,a,#,#N/A
29091,60fe04e351a65c5333f0d9bd5972dbc5,3,#,#N/A
29102,21b80a4c49df6999e84c557af8948739,9,#,226
29115,3eea7224bdb90901cddd99ad741b994d,d,#,#N/A
29119,c3bda67ccc558a12ae1dfc1eb1e0e6f3,c,#,#N/A
29125,06a96ddcebb39e2045583efddd7a19ba,d,#,#N/A
29149,9dcdc13337caa2d55959d92eddc21693,3,#,#N/A
29156,d8efbcc313783c324ce2dfff4582b267,f,#,#N/A
29162,82ad811bcb68ccba661ac2000eb6166b,0,#,#N/A
29166,1afbe30188842be848702688b59703de,8,#,#N/A
29184,3ad54e7a3a67d5d46a522949f54f7222,2,#,#N/A
29188,05b5df1d479e4673447f27fc18baaabb,a,#,#N/A
29200,cd3ae037dcad0004c2286cbad89adcdb,0,#,#N/A
29201,c971c94d59f38d10c8bbb7c3eba47412,b,#,#N/A
29205,c0312ad88a3208f3241520c2da444ce4,4,#,#N/A
29207,04395e8a7165674b2cd0dd203addd3d5,d,#,#N/A
29213,4487eee5efd81f89d9a51f601056bd68,e,#,#N/A
29226,9f4e770085dbbb91a699e05e82f87bf0,b,#,#N/A
29240,1d76eafffd2bd8493ac0958abb0daa76,f,#,#N/A
29244,2846abe561f07d8cca2e8ee8320d4eee,e,#,#N/A
29257,a2be98887eee0733e8c1743ecc42a854,8,#,#N/A
29268,bf59d5a6e5228c9b7bc7238a8a6a9aaa,a,#,#N/A
29272,094ff0efa00c4e8a33bc7771c648c2c6,7,#,861
29273,69555393eca3a2d676057e2fbfaf5dc2,5,#,496
29282,b3e472f884c8ef63f70c1f713fff7d7e,f,#,#N/A
29283,4bfbbb405dc18094a9a09de78e54464a,b,#,#N/A
29317,fff898ad2cc9ccf7caf4788bd1545704,f,#,#N/A
29327,7961a231b9c22219930f762f8f351be7,2,#,#N/A
29340,2ce6c8541e99de595ac6669c84ce6b1d,6,#,#N/A
29345,f76068ad93d3ec2fc44d82999bc2fecb,9,#,199
29361,05f5a5d63f1e5cf2ea0c71e1fb500068,0,#,#N/A
29364,0eee26fa34bf9e48c9568101a07786c4,e,#,#N/A
29375,fc9d7bcce54c01b5ceee5355572e29ef,e,#,#N/A
29387,fe2aa40763b518238ba458eeb4d33391,3,#,#N/A
29435,88091fbe92b9d5d456665ccb3fd41ce1,6,#,#N/A
29453,585725cb9b73716e3fff7656e8597604,f,#,#N/A
29454,70b2522f56ba97416527d964442cdf9d,4,#,#N/A
29456,2dac7ca820f71687204333167f23a5de,3,#,#N/A
29463,ccf59f5c8c4ae9f0eec46c0007935592,0,#,#N/A
29485,8be5b1678f5a085c777cdee3f82b0911,7,#,844
29491,a4db8c9f31c7fff3e6502fba3e1ba4db,f,#,#N/A
29501,393de82444208f030c048b039e4c36ee,4,#,#N/A
29510,bd3ce046eee726b503c880e6864fd36f,e,#,#N/A
29519,050aefb2d597888b1a9eab02947e3f4d,8,#,#N/A
29573,e3c7d4bab99914d4403c01a19dd05364,9,#,184
29576,08283d28e01880008fe919ced23e4276,0,#,#N/A
29610,7e04682e58a41e99174268c51777232d,7,#,837
29611,9ad5aac4ec20072a7ae3555e85428438,5,#,472
29612,cccdd78f5205b27671676f351e074a3e,c,#,#N/A
29629,5409bab53d6b2eee95c8c822081bda65,e,#,#N/A
29644,e733342cfb5bc31576d418eb5631e79d,3,#,#N/A
29645,1049b4bf7d977e7000104153c168658b,0,#,#N/A
29646,666f2683a58e04e73bcc3c9b33ca2516,6,#,#N/A
29686,61ddd9c65b2d555c8212c9a5abab6c9e,d,#,#N/A
29700,e7968cbe4f333b46af31da680cf2e622,3,#,#N/A
29713,9b533379f9e5e4458ccd38a13955744d,3,#,#N/A
29720,9041fa1b73279df35494c667ad777090,7,#,827
29721,9bc172fdca9505b8880af93ea217fbab,8,#,#N/A
